,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
965,A0A2V2C725,Extracellular,0.0097,0.3864,0.1471,0.1675,0.1695,0.1198
966,R7R5C4,Extracellular,0.0206,0.6206,0.0009,0.2387,0.1172,0.0020
967,A0A350TJC3,Periplasmic,0.0070,0.2636,0.0981,0.2203,0.1003,0.3107
968,A0A2W6UCZ0,Extracellular,0.0228,0.4663,0.0018,0.4659,0.0282,0.0150
969,A0A1C5YU08,Extracellular,0.0016,0.8015,0.0032,0.0045,0.0961,0.0930
970,R5E0F2,Outer Membrane,0.0006,0.0255,0.0001,0.0389,0.8597,0.0752
971,A0A076JJA2,Extracellular,0.0028,0.5611,0.3271,0.0033,0.0069,0.0988
972,A0A3D2FZR2,Outer Membrane,0.0016,0.0125,0.0019,0.3986,0.4810,0.1044
973,A0A1Q8VZL9,Extracellular,0.0056,0.5414,0.0009,0.3112,0.0202,0.1208
974,A0A1Y4BGF2,Extracellular,0.0126,0.4790,0.0054,0.4184,0.0303,0.0543
975,R7J3Z3,Extracellular,0.0052,0.6467,0.0008,0.0015,0.3221,0.0238
976,R6RMG9,Extracellular,0.1116,0.3686,0.3045,0.1016,0.0443,0.0693
977,R7I8C9,Extracellular,0.0988,0.8765,0.0002,0.0050,0.0025,0.0170
978,D4KMK0,Extracellular,0.0345,0.3886,0.0900,0.2114,0.1965,0.0789
979,R5B6G3,Outer Membrane,0.0010,0.0477,0.0055,0.1144,0.6658,0.1657
980,D2Q5I5,Cytoplasmic Membrane,0.0015,0.0482,0.0001,0.9076,0.0420,0.0006
981,A0A1Q6KM20,Cytoplasmic Membrane,0.0038,0.1254,0.0391,0.3883,0.1975,0.2459
982,A0A2V2DCV2,Cytoplasmic Membrane,0.0230,0.3139,0.0250,0.3396,0.0300,0.2685
983,I0R9Y7,Extracellular,0.0198,0.3786,0.0312,0.1770,0.3538,0.0395
984,R6R1A6,Cytoplasmic Membrane,0.0009,0.3175,0.0017,0.3499,0.3298,0.0002
985,A0A374UL09,Outer Membrane,0.0003,0.1544,0.0003,0.0093,0.8127,0.0230
986,A0A1Q6QCV6,Cytoplasmic Membrane,0.0084,0.0958,0.0072,0.5749,0.2365,0.0772
987,W4P5G1,Cytoplasmic,0.0009,0.3595,0.5988,0.0006,0.0038,0.0363
988,A0A3D1X903,Cytoplasmic Membrane,0.0094,0.1611,0.0226,0.5768,0.1685,0.0616
989,R6GKB2,Extracellular,0.0013,0.4552,0.0867,0.2124,0.0200,0.2244
990,R6CHL9,Cytoplasmic,0.0037,0.4646,0.4671,0.0027,0.0499,0.0119
991,A6NSX4,Cytoplasmic Membrane,0.0032,0.3789,0.0348,0.5171,0.0054,0.0606
992,A0A1C6C3V4,Outer Membrane,0.0103,0.0887,0.0170,0.2591,0.4429,0.1820
993,R5IGI9,Extracellular,0.0044,0.3797,0.0356,0.3788,0.0646,0.1368
994,R6NWC5,Outer Membrane,0.0002,0.0316,0.0002,0.0148,0.9037,0.0494
995,A0A2S0LP40,Extracellular,0.0064,0.5835,0.0008,0.3761,0.0081,0.0251
996,A0A3D4MW56,Extracellular,0.0036,0.4414,0.0480,0.2909,0.0446,0.1713
997,F8N797,Outer Membrane,0.0066,0.3493,0.0019,0.0035,0.5059,0.1327
998,A0A3D3MPV2,Cytoplasmic,0.0059,0.3261,0.6210,0.0029,0.0104,0.0337
999,A0A1Y4AKP9,Extracellular,0.0044,0.7690,0.0298,0.1632,0.0047,0.0289
1000,A0A1Y4RQC8,Cytoplasmic,0.0082,0.2355,0.3291,0.2045,0.0206,0.2022
1001,A0A1Q6R2L6,Cytoplasmic Membrane,0.0021,0.1719,0.0685,0.3297,0.1554,0.2723
1002,A0A1Y3S8T2,Cytoplasmic Membrane,0.0053,0.4434,0.0153,0.4958,0.0056,0.0346
1003,H1HV98,Periplasmic,0.0021,0.2223,0.0201,0.1669,0.2334,0.3552
1004,E0DIF4,Extracellular,0.0292,0.7802,0.0461,0.0407,0.0139,0.0898
1005,A0A3D0XAD0,Extracellular,0.0920,0.7165,0.0148,0.0081,0.1153,0.0534
1006,R5RYH0,Cytoplasmic Membrane,0.0085,0.1804,0.0052,0.3794,0.3637,0.0628
1007,A0A174CVR9,Extracellular,0.0245,0.4621,0.0042,0.4204,0.0841,0.0047
1008,A0A1Y4CMW5,Cytoplasmic Membrane,0.0142,0.4733,0.0079,0.4952,0.0051,0.0042
1009,A0A316PTC3,Extracellular,0.0818,0.6885,0.0010,0.0149,0.1745,0.0394
1010,E0DIF2,Cytoplasmic Membrane,0.0135,0.1716,0.0796,0.6896,0.0186,0.0269
1011,A0A1G8EN88,Cytoplasmic,0.0052,0.4161,0.5330,0.0013,0.0277,0.0167
1012,A0A174NNZ3,Cytoplasmic Membrane,0.0087,0.2303,0.0025,0.6784,0.0080,0.0721
1013,A0A0M4H460,Cytoplasmic Membrane,0.0087,0.2227,0.0014,0.6854,0.0381,0.0436
1014,F4XGD6,Cytoplasmic Membrane,0.0051,0.1346,0.0063,0.4502,0.2874,0.1164
1015,A0A355TZU6,Outer Membrane,0.0006,0.0959,0.0002,0.0100,0.8908,0.0026
1016,A0A395V9A2,Extracellular,0.0284,0.2947,0.2589,0.2657,0.0318,0.1204
1017,A0A2N8HMF8,Periplasmic,0.0001,0.0308,0.1679,0.0007,0.0599,0.7407
1018,R6M9Q6,Extracellular,0.0026,0.6202,0.0006,0.0592,0.2962,0.0211
1019,A0A1C7PEX6,Extracellular,0.0011,0.4876,0.2472,0.0103,0.0014,0.2525
1020,A0A2S0LP24,Extracellular,0.0018,0.9434,0.0409,0.0057,0.0004,0.0078
1021,A0A1Y3X517,Cytoplasmic Membrane,0.0070,0.4075,0.0063,0.5737,0.0034,0.0022
1022,A0A1Y3RJ77,Cytoplasmic Membrane,0.0008,0.3861,0.0019,0.5945,0.0012,0.0155
1023,F4KMC6,Extracellular,0.0180,0.5335,0.0276,0.1547,0.1839,0.0823
1024,A0A1E3UAD2,Extracellular,0.0443,0.3349,0.0779,0.2283,0.0156,0.2991
1025,J1HJT0,Cytoplasmic Membrane,0.0068,0.2266,0.0116,0.6429,0.0416,0.0705
1026,A0A2W6UEA7,Extracellular,0.0002,0.5084,0.4798,0.0076,0.0012,0.0029
1027,A8SL10,Outer Membrane,0.0001,0.0028,0.0020,0.0719,0.9213,0.0019
1028,R6VTZ5,Extracellular,0.0074,0.6130,0.0048,0.0984,0.0627,0.2137
1029,R7K0I4,Extracellular,0.0121,0.5296,0.0271,0.1421,0.1816,0.1074
1030,R5A8U7,Extracellular,0.0014,0.4406,0.0004,0.3867,0.1709,0.0000
1031,A0A1H7RZ35,Cytoplasmic Membrane,0.0028,0.4509,0.0071,0.4600,0.0644,0.0148
1032,F5TD86,Outer Membrane,0.0000,0.0009,0.0001,0.0148,0.9838,0.0003
1033,R7HGE9,Extracellular,0.0041,0.5174,0.0008,0.0889,0.3879,0.0011
1034,R5TKP4,Outer Membrane,0.0010,0.3296,0.0002,0.0488,0.6204,0.0000
1035,R5MEY1,Outer Membrane,0.0011,0.2436,0.0001,0.1536,0.6015,0.0001
1036,A0A085HBM5,Cytoplasmic,0.0004,0.0160,0.9180,0.0023,0.0615,0.0020
1037,A0A0V2FFC6,Cytoplasmic,0.0002,0.0110,0.9723,0.0009,0.0138,0.0019
1038,D5VNQ3,Cytoplasmic,0.0001,0.0183,0.9713,0.0007,0.0082,0.0014
1039,A0A0P9CVA5,Cytoplasmic,0.0001,0.0069,0.9696,0.0009,0.0203,0.0022
1040,A0A0Q8EV17,Cytoplasmic,0.0001,0.0095,0.9801,0.0011,0.0084,0.0009
1041,A0A1E4NJZ8,Cytoplasmic,0.0000,0.0047,0.9787,0.0006,0.0148,0.0012
1042,A0A2D5X800,Cytoplasmic,0.0004,0.0159,0.8388,0.0084,0.1352,0.0014
1043,A0A0E3ZA28,Cytoplasmic,0.0001,0.0280,0.6106,0.0018,0.3591,0.0003
1044,A0A328S0X2,Extracellular,0.0002,0.4369,0.2225,0.0009,0.3390,0.0006
1045,D3DZ50,Cytoplasmic,0.0001,0.0299,0.7731,0.0011,0.1955,0.0003
1046,Q2NG96,Cytoplasmic,0.0004,0.0857,0.7946,0.0011,0.1181,0.0002
1047,A0A1D2WWP2,Cytoplasmic,0.0002,0.0730,0.7206,0.0018,0.2039,0.0004
1048,A0A125RC88,Cytoplasmic,0.0002,0.0291,0.7178,0.0014,0.2507,0.0008
1049,A0A315XN60,Cytoplasmic,0.0003,0.0422,0.7469,0.0009,0.2089,0.0008
1050,C9MX43,Cytoplasmic,0.0000,0.0049,0.5712,0.0008,0.4230,0.0001
1051,A0A192D484,Cytoplasmic,0.0000,0.0004,0.9963,0.0001,0.0025,0.0007
1052,A0A2U1S9E5,Cytoplasmic,0.0002,0.0463,0.6038,0.0009,0.3481,0.0007
1053,A0A292SA45,Cytoplasmic,0.0001,0.0102,0.9004,0.0015,0.0872,0.0005
1054,R9SL04,Cytoplasmic,0.0002,0.0831,0.5971,0.0022,0.3169,0.0005
1055,A0A1R4GUZ9,Cytoplasmic,0.0013,0.0425,0.8022,0.0225,0.1228,0.0086
1056,A0A076MV38,Cytoplasmic,0.0001,0.0017,0.9773,0.0006,0.0186,0.0017
1057,A0A3F3HZ10,Cytoplasmic,0.0001,0.0010,0.9823,0.0016,0.0143,0.0007
1058,A0A062XCG8,Cytoplasmic,0.0001,0.0016,0.9709,0.0009,0.0261,0.0003
1059,J9YJH5,Cytoplasmic,0.0002,0.0038,0.9415,0.0037,0.0502,0.0006
1060,K0D9H4,Cytoplasmic,0.0002,0.0021,0.9762,0.0019,0.0190,0.0006
1061,D5T5H6,Cytoplasmic,0.0001,0.0027,0.9333,0.0012,0.0618,0.0010
1062,A0A073KMR9,Cytoplasmic,0.0000,0.0082,0.8860,0.0055,0.0974,0.0028
1063,A0A0D5YH87,Cytoplasmic,0.0002,0.0065,0.9142,0.0015,0.0766,0.0011
1064,N9Q1U3,Cytoplasmic,0.0001,0.0027,0.9534,0.0011,0.0420,0.0007
1065,A0A1A3GTG4,Cytoplasmic,0.0000,0.0515,0.9435,0.0015,0.0028,0.0006
1066,L9M5E2,Cytoplasmic,0.0001,0.0028,0.9504,0.0012,0.0447,0.0008
1067,R9VJL1,Cytoplasmic,0.0001,0.0158,0.9426,0.0022,0.0373,0.0020
1068,A0A2T1LE91,Cytoplasmic,0.0001,0.0137,0.9308,0.0039,0.0499,0.0016
1069,A0A0Q5V709,Cytoplasmic,0.0001,0.0066,0.7764,0.0026,0.2141,0.0002
1070,A0A0F7D1B7,Cytoplasmic,0.0002,0.0211,0.9412,0.0065,0.0262,0.0048
1071,W1Q3C9,Cytoplasmic,0.0002,0.0178,0.9401,0.0016,0.0379,0.0023
1072,A0A0L0AUG4,Cytoplasmic,0.0001,0.0224,0.9191,0.0055,0.0506,0.0023
1073,A0A1Y4YCG0,Cytoplasmic,0.0001,0.0203,0.9400,0.0030,0.0326,0.0040
1074,A0A318FNP9,Cytoplasmic,0.0001,0.0101,0.9237,0.0030,0.0622,0.0009
1075,C6PQ52,Outer Membrane,0.0000,0.0103,0.3978,0.0006,0.5912,0.0001
1076,A0A037Z5Z4,Outer Membrane,0.0001,0.0103,0.4147,0.0011,0.5737,0.0002
1077,A0A1M6RXV9,Cytoplasmic,0.0001,0.0145,0.5034,0.0011,0.4808,0.0001
1078,K8A520,Cytoplasmic,0.0001,0.0088,0.9586,0.0015,0.0293,0.0018
1079,U2EL74,Outer Membrane,0.0001,0.0093,0.4497,0.0007,0.5402,0.0001
1080,U2NLY6,Outer Membrane,0.0000,0.0076,0.4713,0.0006,0.5204,0.0001
1081,W6RXA5,Outer Membrane,0.0001,0.0254,0.4799,0.0008,0.4937,0.0001
1082,A0A1M5S614,Outer Membrane,0.0000,0.0100,0.3824,0.0008,0.6067,0.0001
1083,U5MP61,Outer Membrane,0.0000,0.0153,0.4408,0.0010,0.5427,0.0001
1084,A0A1B9BNU1,Outer Membrane,0.0001,0.0240,0.4136,0.0018,0.5604,0.0001
1085,A0A358L1U7,Cytoplasmic,0.0001,0.0174,0.9630,0.0030,0.0150,0.0016
1086,B2TKX4,Cytoplasmic,0.0000,0.0215,0.5080,0.0013,0.4692,0.0001
1087,A0A1Q6HRF5,Cytoplasmic,0.0000,0.0033,0.6203,0.0008,0.3752,0.0003
1088,A0A120LIE7,Cytoplasmic,0.0001,0.0041,0.9468,0.0034,0.0440,0.0016
1089,A0A2A7AJ33,Cytoplasmic,0.0001,0.0063,0.6545,0.0067,0.3303,0.0022
1090,A0A1S2TX03,Cytoplasmic,0.0003,0.0055,0.8861,0.0080,0.0944,0.0058
1091,A0A174A1K6,Outer Membrane,0.0001,0.0693,0.3500,0.0076,0.5721,0.0008
1092,A0A1I0GDV9,Outer Membrane,0.0001,0.0283,0.3800,0.0047,0.5867,0.0002
1093,A0A2S0L339,Cytoplasmic,0.0001,0.0052,0.6701,0.0154,0.3087,0.0006
1094,A0A371JJG4,Cytoplasmic,0.0002,0.0311,0.6229,0.0062,0.3391,0.0005
1095,A0A1V5GL98,Cytoplasmic,0.0001,0.0142,0.5945,0.0200,0.3701,0.0012
1096,F7JZY6,Cytoplasmic,0.0001,0.0258,0.5361,0.0210,0.4165,0.0005
1097,A0A1C5N253,Cytoplasmic,0.0001,0.0244,0.5058,0.0131,0.4553,0.0013
1098,R9JMA7,Outer Membrane,0.0001,0.0613,0.2428,0.0083,0.6871,0.0004
1099,A0A223ASJ7,Cytoplasmic,0.0002,0.0187,0.6259,0.0189,0.3359,0.0005
1100,A0A373VQB6,Outer Membrane,0.0002,0.0271,0.3733,0.0116,0.5873,0.0006
1101,A0A374DWB6,Cytoplasmic,0.0002,0.1201,0.4832,0.0205,0.3753,0.0006
1102,A0A3A9ACK2,Cytoplasmic,0.0001,0.0246,0.7235,0.0211,0.2284,0.0023
1103,A0A374A8I8,Outer Membrane,0.0001,0.0608,0.3392,0.0182,0.5809,0.0008
1104,F2JJY6,Cytoplasmic,0.0004,0.0544,0.5959,0.0126,0.3333,0.0034
1105,R6S1U5,Outer Membrane,0.0001,0.0044,0.4488,0.0096,0.5366,0.0004
1106,E9SBY3,Cytoplasmic,0.0001,0.0116,0.5185,0.0161,0.4530,0.0008
1107,A0A244CA88,Cytoplasmic,0.0002,0.0057,0.9013,0.0093,0.0831,0.0004
1108,V8CB00,Cytoplasmic,0.0001,0.0138,0.7612,0.0030,0.2213,0.0006
1109,A0A1C5TRS3,Cytoplasmic,0.0001,0.0006,0.5419,0.0643,0.3928,0.0002
1110,A0A2A7MGU2,Cytoplasmic,0.0003,0.0015,0.8202,0.0373,0.1404,0.0002
1111,L1MHS2,Cytoplasmic,0.0005,0.0022,0.9699,0.0194,0.0074,0.0007
1112,A0A1Y4DSG0,Cytoplasmic,0.0003,0.0033,0.9487,0.0033,0.0429,0.0014
1113,E7FRU7,Cytoplasmic,0.0007,0.0009,0.9074,0.0161,0.0736,0.0013
1114,A0A095YK86,Cytoplasmic,0.0001,0.0006,0.9242,0.0206,0.0542,0.0003
1115,R6XFI1,Cytoplasmic,0.0002,0.0020,0.6682,0.0255,0.3037,0.0004
1116,A0A355TNI7,Cytoplasmic,0.0001,0.0018,0.9516,0.0061,0.0393,0.0012
1117,R7K3Z3,Cytoplasmic,0.0006,0.0023,0.7430,0.0342,0.2189,0.0011
1118,A0A3D5ZL51,Cytoplasmic,0.0004,0.0024,0.7700,0.0329,0.1929,0.0013
1119,C9LPU4,Cytoplasmic,0.0002,0.0008,0.9751,0.0172,0.0062,0.0005
1120,A0A0R1V7K3,Cytoplasmic,0.0004,0.0016,0.9804,0.0126,0.0042,0.0008
1121,A0A2V2GPL8,Cytoplasmic,0.0005,0.0023,0.8761,0.0329,0.0874,0.0008
1122,D5A669,Cytoplasmic,0.0001,0.0005,0.9871,0.0024,0.0091,0.0008
1123,R7GLG0,Outer Membrane,0.0002,0.0022,0.4273,0.0393,0.5308,0.0003
1124,N2BN71,Cytoplasmic,0.0004,0.0030,0.9566,0.0040,0.0342,0.0019
1125,A0A136Q296,Cytoplasmic,0.0005,0.0019,0.9197,0.0231,0.0540,0.0007
1126,A0A1C6ISI0,Cytoplasmic,0.0002,0.0017,0.9324,0.0312,0.0331,0.0014
1127,U2RH08,Cytoplasmic,0.0000,0.0089,0.8578,0.0017,0.1313,0.0002
1128,R5N9W9,Cytoplasmic,0.0001,0.0078,0.8077,0.0249,0.1594,0.0001
1129,C6RIH4,Cytoplasmic,0.0005,0.0012,0.8761,0.0215,0.0991,0.0015
1130,A0A1B2IP56,Cytoplasmic,0.0012,0.0019,0.9594,0.0165,0.0203,0.0007
1131,A0A0R1SGX1,Cytoplasmic,0.0009,0.0023,0.9537,0.0261,0.0156,0.0014
1132,A0A1Y4NBJ9,Cytoplasmic,0.0006,0.0044,0.7196,0.1111,0.1640,0.0003
1133,U1F951,Cytoplasmic,0.0000,0.0016,0.9971,0.0009,0.0003,0.0001
1134,H1PJP2,Cytoplasmic,0.0001,0.0007,0.7452,0.0447,0.2091,0.0003
1135,A0A0J8Z0T7,Cytoplasmic,0.0005,0.0022,0.8234,0.0945,0.0790,0.0003
1136,A0A316QTK1,Cytoplasmic,0.0004,0.0007,0.9290,0.0238,0.0445,0.0014
1137,A0A134AI12,Cytoplasmic,0.0002,0.0006,0.9513,0.0272,0.0205,0.0002
1138,R7I4C3,Cytoplasmic,0.0003,0.0015,0.9297,0.0247,0.0430,0.0008
1139,R7FNP5,Cytoplasmic,0.0002,0.0012,0.7005,0.0431,0.2547,0.0002
1140,A0A1G5UUV5,Cytoplasmic,0.0001,0.0010,0.9834,0.0094,0.0056,0.0005
1141,A0A372SVH9,Cytoplasmic,0.0004,0.0014,0.8865,0.0813,0.0302,0.0002
1142,R7G619,Cytoplasmic,0.0004,0.0030,0.7824,0.0711,0.1428,0.0004
1143,B1C1H4,Cytoplasmic,0.0003,0.0050,0.7131,0.0892,0.1923,0.0001
1144,A0A0M2NHQ1,Cytoplasmic,0.0004,0.0017,0.8928,0.0374,0.0669,0.0009
1145,Q5M653,Cytoplasmic,0.0007,0.0108,0.7445,0.0582,0.1854,0.0004
1146,A0A0R1Z0Q7,Cytoplasmic,0.0008,0.0029,0.9763,0.0135,0.0049,0.0017
1147,A0A3D4S8C0,Cytoplasmic,0.0004,0.0015,0.8555,0.0141,0.1270,0.0015
1148,R9LMF8,Cytoplasmic,0.0004,0.0011,0.9304,0.0422,0.0248,0.0011
1149,A0A353TUY2,Cytoplasmic,0.0003,0.0011,0.8521,0.0893,0.0568,0.0004
1150,A0A0A3HX70,Cytoplasmic,0.0003,0.0010,0.8721,0.0575,0.0687,0.0003
1151,R6Y4H0,Cytoplasmic,0.0004,0.0019,0.7458,0.0524,0.1990,0.0005
1152,R6VHJ5,Cytoplasmic,0.0003,0.0038,0.5747,0.1353,0.2853,0.0006
1153,A0A087D374,Cytoplasmic,0.0000,0.0021,0.9952,0.0015,0.0010,0.0001
1154,R7R7K4,Cytoplasmic,0.0003,0.0010,0.7874,0.0665,0.1435,0.0013
1155,N2A0J6,Cytoplasmic,0.0003,0.0014,0.9340,0.0320,0.0320,0.0003
1156,K9D3Z9,Cytoplasmic,0.0005,0.0016,0.9241,0.0335,0.0389,0.0014
1157,R7CPR4,Cytoplasmic,0.0001,0.0006,0.9585,0.0142,0.0244,0.0022
1158,A8SNM1,Cytoplasmic,0.0001,0.0011,0.8772,0.0178,0.1039,0.0000
1159,A0A2S5CTU1,Cytoplasmic,0.0001,0.0007,0.8405,0.0514,0.1070,0.0002
1160,R5T6A7,Cytoplasmic,0.0004,0.0020,0.9171,0.0114,0.0679,0.0011
1161,A0A316Q7Q7,Cytoplasmic,0.0005,0.0017,0.9345,0.0152,0.0461,0.0021
1162,A0A2S0L509,Cytoplasmic,0.0002,0.0010,0.7949,0.0769,0.1267,0.0004
1163,A0A0Q7SL78,Cytoplasmic,0.0003,0.0012,0.9522,0.0389,0.0071,0.0003
1164,A0A2T0BLU8,Cytoplasmic,0.0001,0.0021,0.6952,0.0668,0.2355,0.0002
1165,A0A387B8L2,Cytoplasmic,0.0000,0.0028,0.9955,0.0009,0.0007,0.0000
1166,W4UL26,Cytoplasmic,0.0000,0.0025,0.9938,0.0021,0.0014,0.0002
1167,D0R5I1,Cytoplasmic,0.0008,0.0024,0.9577,0.0221,0.0157,0.0013
1168,R5DNJ2,Cytoplasmic,0.0002,0.0016,0.5515,0.0443,0.4021,0.0003
1169,R6FSR7,Cytoplasmic,0.0002,0.0012,0.5894,0.0695,0.3392,0.0005
1170,D2RJ40,Cytoplasmic,0.0001,0.0007,0.9475,0.0333,0.0180,0.0003
1171,A0A0X8G1Z4,Cytoplasmic,0.0004,0.0018,0.8646,0.0701,0.0629,0.0002
1172,A0A089IPL2,Cytoplasmic,0.0003,0.0012,0.9489,0.0289,0.0196,0.0010
1173,A0A2K9P5E6,Cytoplasmic,0.0002,0.0020,0.6494,0.0982,0.2499,0.0003
1174,A0A0R1MLJ1,Cytoplasmic,0.0002,0.0023,0.9935,0.0023,0.0003,0.0013
1175,A0A1W1VH94,Cytoplasmic,0.0001,0.0009,0.7675,0.0842,0.1471,0.0001
1176,H3NHL0,Cytoplasmic,0.0002,0.0012,0.9248,0.0556,0.0178,0.0004
1177,A0A316Q3U5,Cytoplasmic,0.0001,0.0008,0.7749,0.0724,0.1517,0.0002
1178,A0A316LA87,Cytoplasmic,0.0003,0.0018,0.9337,0.0369,0.0265,0.0009
1179,A0A264DUJ1,Cytoplasmic,0.0004,0.0013,0.9430,0.0369,0.0176,0.0009
1180,A0A176U211,Cytoplasmic,0.0002,0.0006,0.9261,0.0152,0.0574,0.0005
1181,A0A133N0V1,Cytoplasmic,0.0001,0.0034,0.6909,0.0783,0.2271,0.0001
1182,V6IVA7,Cytoplasmic,0.0003,0.0019,0.8436,0.0836,0.0701,0.0006
1183,Q83FT0,Cytoplasmic,0.0001,0.0006,0.9830,0.0051,0.0112,0.0001
1184,A0A356FH62,Cytoplasmic,0.0001,0.0040,0.9896,0.0025,0.0034,0.0004
1185,J1H0R1,Cytoplasmic,0.0001,0.0037,0.9911,0.0016,0.0033,0.0003
1186,R7NNC4,Outer Membrane,0.0001,0.0032,0.4204,0.0569,0.5192,0.0001
1187,A6NVY2,Cytoplasmic,0.0001,0.0013,0.9545,0.0316,0.0119,0.0007
1188,K0N8A4,Cytoplasmic,0.0002,0.0015,0.9937,0.0032,0.0004,0.0010
1189,A0A075MW05,Cytoplasmic,0.0004,0.0015,0.9070,0.0427,0.0480,0.0003
1190,M9M6P1,Cytoplasmic,0.0002,0.0009,0.9553,0.0425,0.0010,0.0001
1191,J0WY18,Cytoplasmic,0.0001,0.0078,0.9852,0.0027,0.0040,0.0002
1192,R5APY7,Cytoplasmic,0.0001,0.0010,0.9721,0.0164,0.0097,0.0007
1193,A0A354UC87,Cytoplasmic,0.0003,0.0008,0.5189,0.0186,0.4604,0.0009
1194,A0A3D2CIA2,Cytoplasmic,0.0004,0.0022,0.6532,0.0635,0.2798,0.0009
1195,A0A3D2HRR9,Cytoplasmic,0.0002,0.0021,0.5641,0.0476,0.3855,0.0004
1196,D1VRT5,Cytoplasmic,0.0002,0.0011,0.6664,0.0405,0.2915,0.0003
1197,A0A3D4LM84,Cytoplasmic,0.0002,0.0029,0.5006,0.1053,0.3907,0.0003
1198,A0A1H1LR17,Cytoplasmic,0.0001,0.0017,0.9840,0.0019,0.0111,0.0011
1199,F5XQ78,Cytoplasmic,0.0000,0.0037,0.9917,0.0035,0.0009,0.0002
1200,A0A0R1XKI9,Cytoplasmic,0.0002,0.0023,0.9939,0.0017,0.0003,0.0016
1201,R6MWN4,Cytoplasmic,0.0001,0.0016,0.6662,0.1089,0.2230,0.0002
1202,F9HIV7,Cytoplasmic,0.0004,0.0022,0.9214,0.0375,0.0378,0.0007
1203,A0A2K2FMN5,Cytoplasmic,0.0001,0.0008,0.8505,0.0593,0.0892,0.0002
1204,A0A358NFT0,Cytoplasmic,0.0001,0.0016,0.5877,0.1184,0.2919,0.0002
1205,A0A1C5ZGS3,Cytoplasmic,0.0001,0.0008,0.8047,0.0583,0.1356,0.0005
1206,R6R7H3,Cytoplasmic,0.0003,0.0012,0.7979,0.1388,0.0610,0.0007
1207,A0A1B1YNP2,Cytoplasmic,0.0001,0.0008,0.8236,0.0281,0.1472,0.0003
1208,C7XWF6,Cytoplasmic,0.0002,0.0017,0.9322,0.0540,0.0117,0.0002
1209,W6N1T1,Cytoplasmic,0.0001,0.0025,0.7440,0.0594,0.1938,0.0001
1210,A0A087ANY3,Cytoplasmic,0.0000,0.0010,0.9955,0.0021,0.0012,0.0002
1211,E6K312,Cytoplasmic,0.0000,0.0058,0.9899,0.0019,0.0022,0.0001
1212,J9YHA4,Cytoplasmic,0.0003,0.0039,0.9624,0.0182,0.0150,0.0002
1213,B0PBH0,Cytoplasmic,0.0001,0.0008,0.9014,0.0479,0.0492,0.0007
1214,D3QZ68,Cytoplasmic,0.0003,0.0025,0.9129,0.0503,0.0329,0.0010
1215,R6DJV7,Cytoplasmic,0.0002,0.0009,0.8077,0.0992,0.0917,0.0003
1216,Q8DVL6,Cytoplasmic,0.0003,0.0017,0.8944,0.0462,0.0571,0.0004
1217,A0A1H0CNF2,Cytoplasmic,0.0003,0.0020,0.8836,0.0848,0.0290,0.0002
1218,A0A0R2GUK5,Cytoplasmic,0.0003,0.0015,0.9409,0.0326,0.0241,0.0006
1219,A0A087E361,Cytoplasmic,0.0000,0.0010,0.9955,0.0014,0.0019,0.0002
1220,A0A0Q9K8D8,Cytoplasmic,0.0000,0.0025,0.9968,0.0005,0.0002,0.0000
1221,A0A3C2BCU7,Cytoplasmic,0.0003,0.0025,0.6692,0.0677,0.2599,0.0003
1222,A0A3D5ZQA6,Cytoplasmic,0.0006,0.0017,0.7414,0.0249,0.2308,0.0007
1223,V9HHN1,Cytoplasmic,0.0001,0.0021,0.6624,0.0622,0.2731,0.0001
1224,A0A133XTS0,Cytoplasmic,0.0001,0.0021,0.9816,0.0026,0.0122,0.0014
1225,A7GDB3,Cytoplasmic,0.0001,0.0009,0.6350,0.0493,0.3145,0.0002
1226,A0A100YUE9,Cytoplasmic,0.0003,0.0061,0.9763,0.0051,0.0108,0.0014
1227,B9CKQ0,Cytoplasmic,0.0001,0.0017,0.9766,0.0036,0.0170,0.0009
1228,A0A1Y4HV96,Cytoplasmic,0.0002,0.0040,0.9678,0.0027,0.0225,0.0027
1229,A0A140GRB3,Cytoplasmic,0.0001,0.0034,0.6394,0.0191,0.3379,0.0001
1230,E0E2M3,Cytoplasmic,0.0003,0.0008,0.8451,0.0100,0.1431,0.0006
1231,R6B153,Cytoplasmic,0.0001,0.0004,0.9617,0.0132,0.0221,0.0026
1232,B7C8F4,Cytoplasmic,0.0004,0.0024,0.7585,0.0614,0.1769,0.0005
1233,R5ZK25,Cytoplasmic,0.0002,0.0017,0.8152,0.0882,0.0943,0.0003
1234,A0A1Y4SIB9,Cytoplasmic,0.0002,0.0011,0.9330,0.0435,0.0219,0.0002
1235,X8HRG6,Cytoplasmic,0.0000,0.0018,0.9867,0.0006,0.0105,0.0004
1236,A0A096LMM2,Cytoplasmic,0.0003,0.0053,0.9601,0.0029,0.0280,0.0034
1237,R6Z8R9,Cytoplasmic,0.0002,0.0046,0.9734,0.0022,0.0174,0.0022
1238,A0A087EK94,Cytoplasmic,0.0000,0.0023,0.9950,0.0017,0.0009,0.0001
1239,P9WJI6,Cytoplasmic,0.0000,0.0017,0.9943,0.0015,0.0021,0.0003
1240,A0A3F3S1B9,Cytoplasmic,0.0001,0.0012,0.7631,0.0520,0.1835,0.0001
